congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age,X,id
97,senate,M001054,Daniel,Patrick,Moynihan,,1927-03-16,NY,D,Yes,1981-01-05,53.8,622,14508
97,senate,D000366,Alan,John,Dixon,,1927-07-07,IL,D,No,1981-01-05,53.5,872,14902
97,senate,G000333,T.,Slade,Gorton,,1928-01-08,WA,R,No,1981-01-05,53,588,14904
97,senate,Z000013,Edward,,Zorinsky,,1928-11-11,NE,D,Yes,1981-01-05,52.2,2367,14512
97,senate,J000101,Roger,William,Jepsen,,1928-12-23,IA,R,Yes,1981-01-05,52,1583,14707
97,senate,E000004,Thomas,Francis,Eagleton,,1929-09-04,MO,D,Yes,1981-01-05,51.3,1272,12104
97,senate,S000709,Arlen,,Specter,,1930-02-12,PA,R,No,1981-01-05,50.9,89,14910
97,senate,C000356,Lawton,Mainor,Chiles,Jr.,1930-04-03,FL,D,Yes,1981-01-05,50.8,1130,13101
97,senate,B000756,Nicholas,Frederick,Brady,,1930-04-11,NJ,R,No,1981-01-05,50.7,1031,14911
97,senate,R000497,Warren,Bruce,Rudman,,1930-05-18,NH,R,Yes,1981-01-05,50.6,873,14909
97,senate,B000647,Rudolph,Eli,Boschwitz,,1930-11-07,MN,R,Yes,1981-01-05,50.2,1021,14701
97,senate,M000257,Mack,Francis,Mattingly,,1931-01-07,GA,R,No,1981-01-05,50,1760,14906
97,senate,E000017,John,Porter,East,,1931-05-05,NC,R,No,1981-01-05,49.7,1274,14903
97,senate,W000253,Lowell,Palmer,Weicker,Jr.,1931-05-16,CT,R,Yes,1981-01-05,49.6,875,12032
97,senate,S000429,Alan,Kooi,Simpson,,1931-09-02,WY,R,Yes,1981-01-05,49.3,2136,14710
97,senate,K000105,Edward,M.,Kennedy,,1932-02-22,MA,D,Yes,1981-01-05,48.9,56,10808
97,senate,L000504,Richard,G.,Lugar,,1932-04-04,IN,R,Yes,1981-01-05,48.8,67,14506
97,senate,D000407,Pete,V.,Domenici,,1932-05-07,NM,R,Yes,1981-01-05,48.7,36,14103
97,senate,J000189,John,Bennett,Johnston,Jr.,1932-06-10,LA,D,Yes,1981-01-05,48.6,1592,14107
97,senate,K000017,Nancy,Landon,Kassebaum,,1932-07-29,KS,R,Yes,1981-01-05,48.4,1608,14708
97,senate,P000009,Robert,William,Packwood,,1932-09-11,OR,R,Yes,1981-01-05,48.3,1927,12107
97,senate,G000072,Edwin,Jacob,Garn,,1932-10-12,UT,R,Yes,1981-01-05,48.2,1389,14303
97,senate,S000064,Paul,S.,Sarbanes,,1933-02-03,MD,D,Yes,1981-01-05,47.9,84,13039
97,senate,W000092,Malcolm,,Wallop,,1933-02-27,WY,R,Yes,1981-01-05,47.9,2290,14511
97,senate,M001085,Frank,H.,Murkowski,,1933-03-28,AK,R,No,1981-01-05,47.8,623,14907
97,senate,M000811,George,John,Mitchell,,1933-08-20,ME,D,Yes,1981-01-05,47.4,2440,14713
97,senate,G000386,Charles,E.,Grassley,,1933-09-17,IA,R,Yes,1981-01-05,47.3,45,14226
97,senate,H000338,Orrin,G.,Hatch,,1934-03-22,UT,R,Yes,1981-01-05,46.8,49,14503
97,senate,L000261,Carl,,Levin,,1934-06-28,MI,D,Yes,1981-01-05,46.5,63,14709
97,senate,D000566,David,Ferdinand,Durenberger,,1934-08-19,MN,R,Yes,1981-01-05,46.4,1262,14703
97,senate,P000556,David,Hampton,Pryor,,1934-08-29,AR,D,Yes,1981-01-05,46.4,1981,10791
97,senate,S000132,Harrison,Hagan,Schmitt,,1935-07-03,NM,R,Yes,1981-01-05,45.5,2097,14510
97,senate,D000030,John,Claggett,Danforth,,1936-09-05,MO,R,Yes,1981-01-05,44.3,1203,14501
97,senate,S000068,James,Ralph,Sasser,,1936-09-30,TN,D,Yes,1981-01-05,44.3,2080,14509
97,senate,H000287,Gary,Warren,Hart,,1936-11-28,CO,D,Yes,1981-01-05,44.1,1479,14305
97,senate,A000219,William,Lester,Armstrong,,1937-03-16,CO,R,Yes,1981-01-05,43.8,2386,14002
97,senate,D000185,Dennis,Webster,DeConcini,,1937-05-08,AZ,D,Yes,1981-01-05,43.7,1219,14502
97,senate,D000018,Alfonse,Marcello,D'Amato,,1937-08-01,NY,R,No,1981-01-05,43.4,763,14900
97,senate,C000567,Thad,,Cochran,,1937-12-07,MS,R,Yes,1981-01-05,43.1,23,14009
97,senate,R000249,Donald,Wayne,Riegle,Jr.,1938-02-04,MI,D,Yes,1981-01-05,42.9,878,11043
97,senate,S001138,Steven,Douglas,Symms,,1938-04-23,ID,R,Yes,1981-01-05,42.7,2212,14056
97,senate,N000171,Samuel,Augustus,Nunn,,1938-09-08,GA,D,Yes,1981-01-05,42.3,1908,14108
97,senate,H000456,Henry,John,Heinz,III,1938-10-23,PA,R,Yes,1981-01-05,42.2,1506,13050
97,senate,L000174,Patrick,J.,Leahy,,1940-03-31,VT,D,Yes,1981-01-05,40.8,62,14307
97,senate,C000598,William,Sebastian,Cohen,,1940-08-28,ME,R,Yes,1981-01-05,40.4,1152,14010
97,senate,H000951,Gordon,John,Humphrey,,1940-10-09,NH,R,Yes,1981-01-05,40.2,1560,14706
97,senate,T000393,Paul,Efthemios,Tsongas,,1941-02-14,MA,D,Yes,1981-01-05,39.9,2253,14279
97,senate,B000639,David,Lyle,Boren,,1941-04-21,OK,D,Yes,1981-01-05,39.7,1019,14700
97,senate,B000243,Max,S.,Baucus,,1941-12-11,MT,D,Yes,1981-01-05,39.1,5,14203
97,senate,P000513,Larry,Lee,Pressler,,1942-03-29,SD,R,Yes,1981-01-05,38.8,1972,14268
97,senate,K000019,Robert,Walter,Kasten,Jr.,1942-06-19,WI,R,No,1981-01-05,38.5,1609,14242
97,senate,B000444,Joseph,R.,Biden,Jr.,1942-11-20,DE,D,Yes,1981-01-05,38.1,8,14101
97,senate,B001225,William,Warren,Bradley,,1943-07-28,NJ,D,Yes,1981-01-05,37.4,2392,14702
97,senate,D000388,Christopher,J.,Dodd,,1944-05-27,CT,D,Yes,1981-01-05,36.6,34,14213
97,senate,Q000007,James,Danforth,Quayle,,1947-02-04,IN,R,Yes,1981-01-05,33.9,1985,14447
97,senate,N000102,Don,,Nickles,,1948-12-06,OK,R,No,1981-01-05,32.1,624,14908
98,house,P000218,Claude,Denson,Pepper,,1900-09-08,FL,D,Yes,1983-01-03,82.3,1948,7333
98,house,P000522,Charles,Melvin,Price,,1905-01-01,IL,D,Yes,1983-01-03,78,1975,7610
98,house,H000367,Augustus,Freeman,Hawkins,,1907-08-31,CA,D,Yes,1983-01-03,75.3,868,10595
98,house,L000413,Clarence,Dickinson,Long,,1908-12-11,MD,D,Yes,1983-01-03,74.1,1701,10601
98,house,R000374,Peter,Wallace,Rodino,Jr.,1909-06-07,NJ,D,Yes,1983-01-03,73.6,2035,8010
98,house,C000919,George,William,Crockett,Jr.,1909-08-10,MI,D,Yes,1983-01-03,73.4,1190,14681
98,house,Y000013,Sidney,Richard,Yates,,1909-08-27,IL,D,Yes,1983-01-03,73.4,2351,10421
98,house,N000009,William,Huston,Natcher,,1909-09-11,KY,D,Yes,1983-01-03,73.3,1889,6845
98,house,W000428,Jamie,Lloyd,Whitten,,1910-04-18,MS,D,Yes,1983-01-03,72.7,2320,10075
98,house,B000371,Charles,Edward,Bennett,,1910-12-02,FL,D,Yes,1983-01-03,72.1,982,633
98,house,S000622,Virginia,Dodd,Smith,,1911-06-30,NE,R,Yes,1983-01-03,71.5,2157,14276
98,house,B000600,Edward,Patrick,Boland,,1911-10-01,MA,D,Yes,1983-01-03,71.3,1011,830
98,house,J000216,Ed,,Jones,,1912-04-20,TN,D,Yes,1983-01-03,70.7,1596,12038
98,house,P000230,Carl,Dewey,Perkins,,1912-10-15,KY,D,Yes,1983-01-03,70.2,2447,7343
98,house,Z000001,Clement,John,Zablocki,,1912-11-18,WI,D,Yes,1983-01-03,70.1,2361,10463
98,house,O000098,Thomas,Phillip,O'Neill,Jr.,1912-12-09,MA,D,Yes,1983-01-03,70.1,1916,7081
98,house,A000189,Glenn,Malcolm,Anderson,,1913-02-21,CA,D,Yes,1983-01-03,69.9,909,12001
98,house,J000256,Walter,Beaman,Jones,Sr.,1913-08-19,NC,D,Yes,1983-01-03,69.4,2370,10788
98,house,L000226,William,,Lehman,,1913-10-05,FL,D,Yes,1983-01-03,69.2,1684,14029
98,house,P000328,James,Jarrell,Pickle,,1913-10-11,TX,D,Yes,1983-01-03,69.2,870,10614
98,house,D000038,Wilbur,Clarence,Daniel,,1914-05-12,VA,D,Yes,1983-01-03,68.6,1205,12011
98,house,E000064,William,Donlon,Edwards,,1915-01-06,CA,D,Yes,1983-01-03,68,1285,10583
98,house,A000212,Frank,,Annunzio,,1915-01-12,IL,D,Yes,1983-01-03,68,919,10703
98,house,Q000013,James,Henry,Quillen,,1916-01-11,TN,R,Yes,1983-01-03,67,1988,10616
98,house,F000286,Edwin,Bell,Forsythe,,1916-01-17,NJ,R,Yes,1983-01-03,67,1358,12046
98,house,R000485,Edward,Ross,Roybal,,1916-02-10,CA,D,Yes,1983-01-03,66.9,2058,10621
98,house,B000592,Corinne,Claiborne,Boggs,,1916-03-13,LA,D,Yes,1983-01-03,66.8,1008,14067
98,house,G000272,Henry,Barbosa,GonzÃ¡lez,,1916-05-03,TX,D,Yes,1983-01-03,66.7,2377,10520
98,house,R000337,James,Kenneth,Robinson,,1916-05-14,VA,R,Yes,1983-01-03,66.6,2451,13036
98,house,M000796,Joseph,George,Minish,,1916-09-01,NJ,D,Yes,1983-01-03,66.3,1835,10609
98,house,S000997,Samuel,Studdiford,Stratton,,1916-09-27,NY,D,Yes,1983-01-03,66.3,2198,9017
98,house,F000041,Dante,Bruno,Fascell,,1917-03-09,FL,D,Yes,1983-01-03,65.8,1319,3078
98,house,C000462,James,McClure,Clarke,,1917-06-12,NC,D,No,1983-01-03,65.6,1140,15017
98,house,O000010,George,Miller,O'Brien,,1917-06-17,IL,R,Yes,1983-01-03,65.5,2445,14041
98,house,B000432,Mario,,Biaggi,,1917-10-26,NY,D,Yes,1983-01-03,65.2,993,12003
98,house,M000718,Clarence,E.,Miller,,1917-11-01,OH,R,Yes,1983-01-03,65.2,2437,11034
98,house,H000388,Charles,Arthur,Hayes,,1918-02-17,IL,D,No,1983-01-03,64.9,1494,15079
98,house,S000230,John,Frederick,Seiberling,,1918-09-08,OH,D,Yes,1983-01-03,64.3,2114,13040
98,house,N000095,William,Flynt,Nichols,,1918-10-16,AL,D,Yes,1983-01-03,64.2,1899,11037
98,house,K000025,Abraham,,Kazen,Jr.,1919-01-17,TX,D,Yes,1983-01-03,64,1611,11023
98,house,D000534,John,James,Duncan,,1919-03-24,TN,R,Yes,1983-01-03,63.8,2375,10719
98,house,W000636,Edward,Lawrence,Winn,Jr.,1919-08-22,KS,R,Yes,1983-01-03,63.4,2333,11057
98,house,H000797,Frank,Jefferson,Horton,,1919-12-12,NY,R,Yes,1983-01-03,63.1,1548,10596
98,house,G000153,Sam,Melville,Gibbons,,1920-01-20,FL,D,Yes,1983-01-03,63,1398,10588
98,house,S000124,James,Haas,Scheuer,,1920-02-06,NY,D,Yes,1983-01-03,62.9,2093,10768
98,house,O000069,James,R.,Olin,,1920-02-28,VA,D,No,1983-01-03,62.8,1918,15048
98,house,L000116,Delbert,Leroy,Latta,,1920-03-05,OH,R,Yes,1983-01-03,62.8,1672,5495
98,house,B000918,George,E.,Brown,Jr.,1920-03-06,CA,D,Yes,1983-01-03,62.8,882,10573
98,house,S000087,Harold,Samuel,Sawyer,,1920-03-21,MI,R,Yes,1983-01-03,62.8,2084,14450
98,house,S000596,Neal,Edward,Smith,,1920-03-23,IA,D,Yes,1983-01-03,62.8,2154,8672
98,house,C000322,Eugene,A.,Chappie,,1920-03-28,CA,R,Yes,1983-01-03,62.8,1125,14805
98,house,R000495,Eldon,Dean,Rudd,,1920-07-15,AZ,R,Yes,1983-01-03,62.5,2060,14449
98,house,M000865,Gillespie,V.,Montgomery,,1920-08-05,MS,D,Yes,1983-01-03,62.4,1850,11035
98,house,H000747,Marjorie,Sewell,Holt,,1920-09-17,MD,R,Yes,1983-01-03,62.3,1542,14021
98,house,W000781,Chalmers,Pangburn,Wylie,,1920-11-23,OH,R,Yes,1983-01-03,62.1,2348,11058
98,house,D000586,Bernard,James,Dwyer,,1921-01-24,NJ,D,Yes,1983-01-03,61.9,1267,14815
98,house,B000298,Berkley,Warren,Bedell,,1921-03-05,IA,D,Yes,1983-01-03,61.8,972,14205
98,house,B000431,Tom,,Bevill,,1921-03-27,AL,D,Yes,1983-01-03,61.8,992,11000
98,house,V000124,Barbara,Farrell,Vucanovich,,1921-06-22,NV,R,No,1983-01-03,61.5,2279,15075
98,house,C000709,Silvio,Ottavio,Conte,,1921-11-09,MA,R,Yes,1983-01-03,61.1,1165,2009
98,house,C000321,William,Venroe,Chappell,Jr.,1922-02-03,FL,D,Yes,1983-01-03,60.9,1124,12007
98,house,B000153,Druie,Douglas,Barnard,Jr.,1922-03-20,GA,D,Yes,1983-01-03,60.8,951,14404
98,house,W000180,Harold,,Washington,,1922-04-15,IL,D,Yes,1983-01-03,60.7,2299,14866
98,house,B000890,William,S.,Broomfield,,1922-04-28,MI,R,Yes,1983-01-03,60.7,1047,1087
98,house,M000826,Parren,James,Mitchell,,1922-04-29,MD,D,Yes,1983-01-03,60.7,1839,13031
98,house,H000124,John,Paul,Hammerschmidt,,1922-05-04,AR,R,Yes,1983-01-03,60.7,1455,11020
98,house,M000926,Carlos,John,Moorhead,,1922-05-06,CA,R,Yes,1983-01-03,60.7,1855,14040
98,house,U000001,Morris,King,Udall,,1922-06-15,AZ,D,Yes,1983-01-03,60.6,2261,10566
98,house,C000666,Barber,Benjamin,Conable,Jr.,1922-11-02,NY,R,Yes,1983-01-03,60.2,1162,10712
98,house,G000212,Benjamin,,Gilman,,1922-12-06,NY,R,Yes,1983-01-03,60.1,586,14015
98,house,B000880,Jack,Bascom,Brooks,,1922-12-18,TX,D,Yes,1983-01-03,60,1045,1077
98,house,W000763,James,Claude,Wright,Jr.,1922-12-22,TX,D,Yes,1983-01-03,60,2344,10391
98,house,M000692,Robert,Henry,Michel,,1923-03-02,IL,R,Yes,1983-01-03,59.8,1824,6455
98,house,H000067,Ralph,M.,Hall,,1923-05-03,TX,D,Yes,1983-01-03,59.7,262,14828
98,house,L000417,Gillis,William,Long,,1923-05-04,LA,D,Yes,1983-01-03,59.7,1702,10602
98,house,R000442,Benjamin,Stanley,Rosenthal,,1923-06-08,NY,D,Yes,1983-01-03,59.6,2049,10551
98,house,Y000051,Robert,Anton,Young,III,1923-11-22,MO,D,Yes,1983-01-03,59.1,2357,14465
98,house,H000070,Sam,Blakeley,Hall,Jr.,1924-01-11,TX,D,Yes,1983-01-03,59,1449,14291
98,house,K000020,Robert,William,Kastenmeier,,1924-01-24,WI,D,Yes,1983-01-03,58.9,1610,5101
98,house,R000383,Robert,A.,Roe,,1924-02-28,NJ,D,Yes,1983-01-03,58.8,2036,12042
98,house,H001022,Henry,John,Hyde,,1924-04-18,IL,R,Yes,1983-01-03,58.7,288,14239
98,house,E000259,Thomas,Cooper,Evans,,1924-05-26,IA,R,Yes,1983-01-03,58.6,2408,14820
98,house,G000511,Frank,Joseph,Guarini,Jr.,1924-08-20,NJ,D,Yes,1983-01-03,58.4,1434,14631
98,house,A000069,Daniel,Kahikina,Akaka,,1924-09-11,HI,D,Yes,1983-01-03,58.3,1,14400
98,house,N000106,Howard,Curtis,Nielson,,1924-09-12,UT,R,No,1983-01-03,58.3,1900,15047
98,house,H000449,Cecil,Landau,Heftel,,1924-09-30,HI,D,Yes,1983-01-03,58.3,1504,14425
98,house,L000295,Thomas,F.,Lewis,,1924-10-26,FL,R,No,1983-01-03,58.2,1691,15035
98,house,R000141,Ralph,,Regula,,1924-12-03,OH,R,Yes,1983-01-03,58.1,431,14045
98,house,S000948,Louis,,Stokes,,1925-02-23,OH,D,Yes,1983-01-03,57.9,2195,12030
98,house,W000406,George,William,Whitehurst,,1925-03-12,VA,R,Yes,1983-01-03,57.8,2316,12033
98,house,A000052,Joseph,Patrick,Addabbo,,1925-03-17,NY,D,Yes,1983-01-03,57.8,891,10500
98,house,B001158,Sala,Galante,Burton,,1925-04-01,CA,D,No,1983-01-03,57.8,1078,15080
98,house,P000546,Joel,McFee,Pritchard,,1925-05-05,WA,R,Yes,1983-01-03,57.7,1977,14044
98,house,D000326,William,Louis,Dickinson,,1925-06-05,AL,R,Yes,1983-01-03,57.6,1234,10717
98,house,L000508,Thomas,Andrew,Luken,,1925-07-09,OH,D,Yes,1983-01-03,57.5,1715,14070
98,house,A000207,Ike,Franklin,Andrews,,1925-09-02,NC,D,Yes,1983-01-03,57.3,914,14001
98,house,M000589,James,Francis,McNulty,Jr.,1925-10-18,AZ,D,No,1983-01-03,57.2,1805,15043
98,house,S000081,Gus,,Savage,,1925-10-30,IL,D,Yes,1983-01-03,57.2,2083,14856
98,house,A000076,Donald,Joseph,Albosta,,1925-12-05,MI,D,Yes,1983-01-03,57.1,895,14600
98,house,V000026,Tommy,Joe,Vandergriff,,1926-01-29,TX,D,No,1983-01-03,56.9,2272,15074
98,house,R000481,James,Roy,Rowland,Jr.,1926-02-03,GA,D,No,1983-01-03,56.9,2055,15057
98,house,H000624,Elwood,Haynes,Hillis,,1926-03-06,IN,R,Yes,1983-01-03,56.8,1523,13018
98,house,V000006,Itimous,Thaddeus,Valentine,Jr.,1926-03-15,NC,D,No,1983-01-03,56.8,2266,15073
98,house,D000592,Mervyn,Malcolm,Dymally,,1926-05-12,CA,D,Yes,1983-01-03,56.6,1270,14816
98,house,H001018,Earl,Dewitt,Hutto,,1926-05-12,FL,D,Yes,1983-01-03,56.6,1568,14636
98,house,B001156,Phillip,,Burton,,1926-06-01,CA,D,Yes,1983-01-03,56.6,1077,10577
98,house,F000141,Hamilton,,Fish,Jr.,1926-06-03,NY,R,Yes,1983-01-03,56.6,2409,12013
98,house,G000105,Joseph,Matthew,Gaydos,,1926-07-03,PA,D,Yes,1983-01-03,56.5,1393,11067
98,house,D000355,John,D.,Dingell,,1926-07-08,MI,D,Yes,1983-01-03,56.5,207,2605
98,house,K000307,Joseph,Paul,Kolter,,1926-09-03,PA,D,No,1983-01-03,56.3,1646,15031
98,house,L000020,Robert,John,Lagomarsino,,1926-09-04,CA,R,Yes,1983-01-03,56.3,1663,14071
98,house,H000582,Jack,English,Hightower,,1926-09-06,TX,D,Yes,1983-01-03,56.3,1520,14234
98,house,W000752,George,Cornelius,Wortley,,1926-12-08,NY,R,Yes,1983-01-03,56.1,2343,14870
98,house,W000419,Charles,Orville,Whitley,,1927-01-03,NC,D,Yes,1983-01-03,56,2318,14464
98,house,R000080,Richard,Belmont,Ray,,1927-02-02,GA,D,No,1983-01-03,55.9,1998,15053
98,house,E000204,John,Neal,Erlenborn,,1927-02-08,IL,R,Yes,1983-01-03,55.9,1298,10722
98,house,M001130,John,Thomas,Myers,,1927-02-08,IN,R,Yes,1983-01-03,55.9,1885,11036
98,house,P000104,William,Neff,Patman,,1927-03-26,TX,D,Yes,1983-01-03,55.8,1936,14850
98,house,S001044,Robert,,Stump,,1927-04-04,AZ,R,Yes,1983-01-03,55.8,647,14454
98,house,M000834,John,Joseph,Moakley,,1927-04-27,MA,D,Yes,1983-01-03,55.7,620,14039
98,house,S000453,Norman,,Sisisky,,1927-06-09,VA,D,No,1983-01-03,55.6,780,15060
98,house,M001088,Austin,John,Murphy,,1927-06-17,PA,D,Yes,1983-01-03,55.5,1876,14441
98,house,S000463,Joseph,,Skeen,,1927-06-30,NM,R,Yes,1983-01-03,55.5,644,14861
98,house,M000306,Alfred,A.,McCandless,,1927-07-23,CA,R,No,1983-01-03,55.4,1766,15040
98,house,H000840,James,John,Howard,,1927-07-24,NJ,D,Yes,1983-01-03,55.4,1550,10739
98,house,F000270,William,David,Ford,,1927-08-06,MI,D,Yes,1983-01-03,55.4,1355,10727
98,house,W000227,James,Howard,Weaver,,1927-08-08,OR,D,Yes,1983-01-03,55.4,2372,14281
98,house,B000966,James,Thomas,Broyhill,,1927-08-19,NC,R,Yes,1983-01-03,55.4,1053,10574
98,house,W000258,Theodore,S.,Weiss,,1927-09-17,NY,D,Yes,1983-01-03,55.3,2307,14463
98,house,D000203,Eligio,II,de la Garza,,1927-09-22,TX,D,Yes,1983-01-03,55.3,1216,10716
98,house,Y000014,Gus,,Yatron,,1927-10-16,PA,D,Yes,1983-01-03,55.2,2352,12035
98,house,G000291,William,F.,Goodling,,1927-12-05,PA,R,Yes,1983-01-03,55.1,587,14288
98,house,R000458,Daniel,David,Rostenkowski,,1928-01-02,IL,D,Yes,1983-01-03,55,2050,8080
98,house,S000762,Fernand,Joseph,St. Germain,,1928-01-09,RI,D,Yes,1983-01-03,55,2169,10561
98,house,S000669,Marion,Gene,Snyder,,1928-01-26,KY,R,Yes,1983-01-03,54.9,2160,10626
98,house,L000090,Tom,,Lantos,,1928-02-01,CA,D,Yes,1983-01-03,54.9,539,14837
98,house,T000075,Gene,,Taylor,,1928-02-10,MO,R,Yes,1983-01-03,54.9,2371,14057
98,house,A000215,Bill,,Archer,,1928-03-22,TX,R,Yes,1983-01-03,54.8,547,13002
98,house,A000214,Douglas,Earl,Applegate,,1928-03-27,OH,D,Yes,1983-01-03,54.8,921,14402
98,house,S000718,Floyd,,Spence,,1928-04-09,SC,R,Yes,1983-01-03,54.7,646,13042
98,house,L000506,Manuel,,LujÃ¡n,Jr.,1928-05-12,NM,R,Yes,1983-01-03,54.6,1713,12022
98,house,F000380,William,Eldridge,Frenzel,,1928-07-31,MN,R,Yes,1983-01-03,54.4,1369,13015
98,house,B000229,Herbert,H.,Bateman,,1928-08-07,VA,R,No,1983-01-03,54.4,556,15003
98,house,E000084,William,Jackson,Edwards,,1928-09-20,AL,R,Yes,1983-01-03,54.3,866,10721
98,house,M000842,Guy,Victor,Molinari,,1928-11-23,NY,R,Yes,1983-01-03,54.1,869,14846
98,house,S000423,Paul,Martin,Simon,,1928-11-29,IL,D,Yes,1983-01-03,54.1,2135,14275
98,house,F000235,Thomas,Michael,Foglietta,,1928-12-03,PA,D,Yes,1983-01-03,54.1,1348,14823
98,house,G000349,Willis,David,Gradison,Jr.,1928-12-28,OH,R,Yes,1983-01-03,54,1411,14225
98,house,L000381,Marilyn,Laird,Lloyd,,1929-01-03,TN,D,Yes,1983-01-03,54,1697,14251
98,house,O000134,Richard,Lawrence,Ottinger,,1929-01-27,NY,D,Yes,1983-01-03,53.9,1925,10760
98,house,M000206,Matthew,G.,MartÃ­nez,,1929-02-14,CA,D,Yes,1983-01-03,53.9,786,14879
98,house,F000239,Thomas,Stephen,Foley,,1929-03-06,WA,D,Yes,1983-01-03,53.8,1350,10726
98,house,C000523,William,Floyd,Clinger,Jr.,1929-04-04,PA,R,Yes,1983-01-03,53.7,1145,14612
98,house,C000807,Robert,Lawrence,Coughlin,,1929-04-11,PA,R,Yes,1983-01-03,53.7,1180,12010
98,house,C000714,John,,Conyers,Jr.,1929-05-16,MI,D,Yes,1983-01-03,53.6,178,10713
98,house,B000024,Robert,Edward,Badham,,1929-06-09,CA,R,Yes,1983-01-03,53.6,935,14403
98,house,S000146,Richard,Taylor,Schulze,,1929-08-07,PA,R,Yes,1983-01-03,53.4,2104,14273
98,house,K000190,Thomas,Norman,Kindness,,1929-08-26,OH,R,Yes,1983-01-03,53.4,1633,14245
98,house,P000080,Stanford,E.,Parris,,1929-09-09,VA,R,Yes,1983-01-03,53.3,1931,14043
98,house,K000172,Dale,E.,Kildee,,1929-09-16,MI,D,Yes,1983-01-03,53.3,311,14430
98,house,R000465,Marge,,Roukema,,1929-09-19,NJ,R,Yes,1983-01-03,53.3,636,14855
98,house,D000044,William,Edwin,Dannemeyer,,1929-09-22,CA,R,Yes,1983-01-03,53.3,1208,14616
98,house,G000417,Sedgwick,William,Green,,1929-10-16,NY,R,Yes,1983-01-03,53.2,1421,14471
98,house,M000264,Nicholas,James,Mavroules,,1929-11-01,MA,D,Yes,1983-01-03,53.2,1762,14650
98,house,T000316,Esteban,Edward,Torres,,1930-01-27,CA,D,No,1983-01-03,52.9,2246,15070
98,house,S000795,Arlan,Ingehart,Stangeland,,1930-02-08,MN,R,Yes,1983-01-03,52.9,2177,14466
98,house,H000448,Willie,Gathrel,Hefner,,1930-04-11,NC,D,Yes,1983-01-03,52.7,1503,14233
98,house,G000121,George,W.,Gekas,,1930-04-14,PA,R,No,1983-01-03,52.7,585,15026
98,house,R000053,Charles,B.,Rangel,,1930-06-11,NY,D,Yes,1983-01-03,52.6,430,13035
98,house,B000463,Michael,,Bilirakis,,1930-07-16,FL,R,No,1983-01-03,52.5,124,15006
98,house,S000675,Gerald,Brooks Hunt,Solomon,,1930-08-14,NY,R,Yes,1983-01-03,52.4,2162,14662
98,house,I000029,Andrew,Poysell,Ireland,,1930-08-23,FL,D,Yes,1983-01-03,52.4,1571,14428
98,house,H000171,George,Vernon,Hansen,,1930-09-14,ID,R,Yes,1983-01-03,52.3,1463,10734
98,house,C000873,Philip,M.,Crane,,1930-11-03,IL,R,Yes,1983-01-03,52.2,690,12041
98,house,Y000031,C.,W. Bill,Young,,1930-12-16,FL,R,Yes,1983-01-03,52,533,13047
98,house,L000265,Elliott,Harris,Levitas,,1930-12-26,GA,D,Yes,1983-01-03,52,1690,14249
98,house,P000005,Ron,,Packard,,1931-01-19,CA,R,No,1983-01-03,52,625,15051
98,house,M000527,Stewart,Brett,McKinney,,1931-01-30,CT,R,Yes,1983-01-03,51.9,1799,13029
98,house,L000243,Norman,Frederick,Lent,,1931-03-23,NY,R,Yes,1983-01-03,51.8,1687,13021
98,house,V000112,Harold,Lee,Volkmer,,1931-04-04,MO,D,Yes,1983-01-03,51.8,2278,14459
98,house,H000114,Lee,Herbert,Hamilton,,1931-04-20,IN,D,Yes,1983-01-03,51.7,1454,10732
98,house,C000488,William,Lacy,Clay,Sr.,1931-04-30,MO,D,Yes,1983-01-03,51.7,769,12009
98,house,L000180,James,Marvin,Leath,,1931-05-06,TX,D,Yes,1983-01-03,51.7,1677,14641
98,house,S000607,Robert,Freeman,Smith,,1931-06-16,OR,R,No,1983-01-03,51.6,2461,15063
98,house,T000356,Jerome,Bob,Traxler,,1931-07-21,MI,D,Yes,1983-01-03,51.5,2249,14075
98,house,V000027,Guy,Adrian,Vander Jagt,,1931-08-26,MI,R,Yes,1983-01-03,51.4,2270,10794
98,house,R000262,Matthew,John,Rinaldo,,1931-09-01,NJ,R,Yes,1983-01-03,51.3,2024,14046
98,house,L000263,Sander,M.,Levin,,1931-09-06,MI,D,No,1983-01-03,51.3,331,15033
98,house,C000634,Cardiss,,Collins,,1931-09-24,IL,D,Yes,1983-01-03,51.3,1157,14068
98,house,P000170,Donald,James,Pease,,1931-09-26,OH,D,Yes,1983-01-03,51.3,1944,14445
98,house,M000399,Joseph,Michael,McDade,,1931-09-29,PA,R,Yes,1983-01-03,51.3,1779,10607
98,house,S000810,Fortney,H.,Stark,,1931-11-11,CA,D,Yes,1983-01-03,51.1,484,14053
98,house,M000794,Norman,Yoshio,Mineta,,1931-11-12,CA,D,Yes,1983-01-03,51.1,1834,14257
98,house,S000465,Ike,,Skelton,,1931-12-20,MO,D,Yes,1983-01-03,51,474,14451
98,house,S000394,Elmer,Greinert,Shuster,,1932-01-23,PA,R,Yes,1983-01-03,50.9,643,14052
98,house,B000556,Tom,,Bliley,,1932-01-28,VA,R,Yes,1983-01-03,50.9,558,14802
98,house,J000033,Andrew,,Jacobs,Jr.,1932-02-24,IN,D,Yes,1983-01-03,50.9,2420,10742
98,house,M001120,John,P.,Murtha,,1932-06-17,PA,D,Yes,1983-01-03,50.5,385,14072
